Year,FG_num,FG_name,mean_density,n_areas_contributing,n_samples_total
2013,63,Other benthic cephalopods,0.108337686809006,9,572
2013,21,European anchovy juv.,3.89925836213852,8,381
2013,77,Sea cucumbers,0.0417440410430658,9,572
2013,29,European hake juv.,0.545221976066239,8,566
2013,50,Red mullet,0.104256912164318,8,505
2013,51,Surmullet,0.0333575000627841,8,493
2013,60,Coastal benthic cephalopods,0.283627749887088,9,340
2013,34,Common pandora,0.0944458475712905,8,333
2013,81,Red coral,0.00311696101917738,9,447
2013,86,Mediterranean seagrass,0.155054479889457,3,64
2013,75,Purple sea urchin,0.197445625155475,8,445
2013,19,European sardine adult,3.4835181789119,7,334
2013,23,Round sardinella,0.474156592260615,4,117
2013,16,Mackerels,0.157969923698398,5,210
2013,55,Small-spotted catshark,0.1793817158528,9,531
2013,43,Labridae and serranidae+,0.0696822466327997,9,394
2013,18,Other medium pelagic fishes,0.14596704635431,5,90
2013,24,Other small pelagic fish,3.680322844839,8,396
2013,73,Other commercial decapods,0.00731683409432637,9,297
2013,59,Torpedos,0.0242150707503695,8,368
2013,46,No commercial medium demersal fish,0.0573774787717416,9,499
2013,17,Horse mackerels,3.00223998260779,9,572
2014,82,Other corals and gorgonians,0.00179759787702139,7,379
2014,61,Benthopelagic cephalopods,0.178245623811702,9,593
2014,74,Non-commercial decapods,0.12409866521784,9,593
2014,78,Other macro-benthos,0.117160990563669,8,473
2014,44,Flatfishes,0.356862646177067,9,593
2014,65,Gastropods,0.00160107011456538,9,577
2014,35,Sparidae+,1.24800436113851,9,593
2014,53,No commercial small demersal fish,0.244270911853288,9,593
2014,46,No commercial medium demersal fish,0.105228326084245,9,475
2014,28,European conger,0.0136579465108747,9,489
2014,37,Common two-banded seabream,0.0861284483199406,6,153
2014,63,Other benthic cephalopods,0.0546581976511074,9,593
2014,79,Jellyfish,0.191548698327704,7,449
2014,89,Seaweeds,0.169755552762948,2,39
2014,40,Scorpaenidae+,0.202191047397225,9,593
2014,77,Sea cucumbers,0.0424820447638953,8,472
2014,27,Anglerfish,0.150670859073883,9,564
2014,29,European hake juv.,0.326288038430548,9,587
2014,50,Red mullet,0.17300088425486,8,486
2014,51,Surmullet,0.0302337980086277,8,506
2014,64,Bivalves,0.0322595676980762,9,468
2014,60,Coastal benthic cephalopods,0.157894277503828,9,469
2014,34,Common pandora,0.0942650423742363,8,416
2014,75,Purple sea urchin,0.235071672578724,8,473
2014,81,Red coral,0.00104235344452611,8,427
2014,86,Mediterranean seagrass,0.0658055208963528,2,106
2014,80,Salps and other gelatinous zooplankton,0.0719990355788136,7,326
2014,58,Rays and skates,0.546716201158814,9,585
2014,19,European sardine adult,2.70978284949964,8,353
2014,23,Round sardinella,0.27544914927204,5,154
2014,55,Small-spotted catshark,0.192470912093823,9,551
2014,43,Labridae and serranidae+,0.0782096117208034,9,378
2014,18,Other medium pelagic fishes,0.173251575010944,5,111
2014,24,Other small pelagic fish,3.11762424765694,8,413
2014,73,Other commercial decapods,0.00829974635798667,9,353
2014,59,Torpedos,0.0209607612933859,9,386
2014,17,Horse mackerels,5.92497771505589,9,592
2015,82,Other corals and gorgonians,0.00138936881146009,8,485
2015,61,Benthopelagic cephalopods,0.0835904429715415,9,601
2015,18,Other medium pelagic fishes,0.108762250988338,7,115
2015,74,Non-commercial decapods,0.125857825397259,9,600
2015,64,Bivalves,0.0306312429348531,9,372
2015,78,Other macro-benthos,0.0883190460811464,9,601
2015,44,Flatfishes,0.199590987778001,9,601
2015,53,No commercial small demersal fish,0.197403245491097,9,601
2015,35,Sparidae+,1.38422144518562,9,600
2015,28,European conger,0.0202227556245921,8,519
2015,46,No commercial medium demersal fish,0.080165559416701,8,422
2015,63,Other benthic cephalopods,0.071261741854245,9,601
2015,45,Other commercial medium demersal fish,0.104475210888956,9,600
2015,65,Gastropods,0.00235979289920142,9,565
2015,29,European hake juv.,0.316490151908406,9,594
2015,50,Red mullet,0.184046662795903,8,526
2015,51,Surmullet,0.0351360056417633,9,539
2015,79,Jellyfish,0.623511970482933,9,573
2015,60,Coastal benthic cephalopods,0.155624986594187,9,438
2015,34,Common pandora,0.0889366132989269,9,404
2015,77,Sea cucumbers,0.0280468823265138,8,538
2015,81,Red coral,0.00355358035050944,9,484
2015,75,Purple sea urchin,0.155895918080426,9,573
2015,58,Rays and skates,0.510721576786314,9,587
2015,19,European sardine adult,2.70261824893538,8,349
2015,40,Scorpaenidae+,0.173641043861109,9,601
2015,43,Labridae and serranidae+,0.0769947562635747,9,374
2015,73,Other commercial decapods,0.00531708021181861,9,426
2015,59,Torpedos,0.0102651111608005,9,464
2015,17,Horse mackerels,5.5635044251035,9,600
2016,61,Benthopelagic cephalopods,0.121895509854394,9,596
2016,82,Other corals and gorgonians,0.0009593637999682,6,447
2016,74,Non-commercial decapods,0.128300781268262,9,597
2016,64,Bivalves,0.0242363872405863,7,339
2016,78,Other macro-benthos,0.0741655308102851,7,513
2016,49,Transparent gobies,0.146922568730255,6,179
2016,44,Flatfishes,0.260082378899353,9,597
2016,53,No commercial small demersal fish,0.353070968167825,9,597
2016,35,Sparidae+,1.04012543490162,9,597
2016,65,Gastropods,0.00645640107144146,7,489
2016,46,No commercial medium demersal fish,0.063965348988228,9,532
2016,28,European conger,0.0158238584170082,9,524
2016,37,Common two-banded seabream,0.0143849987040315,8,167
2016,75,Purple sea urchin,0.131854323516704,7,513
2016,40,Scorpaenidae+,0.221015623361261,9,597
2016,26,No commercial meso (bathy) pelagic fishes,0.131117727228647,9,389
2016,29,European hake juv.,0.246535698805678,9,590
2016,50,Red mullet,0.131153986093203,8,544
2016,51,Surmullet,0.0281532675807796,8,512
2016,60,Coastal benthic cephalopods,0.154187175480345,9,437
2016,34,Common pandora,0.0868101414693387,8,435
2016,77,Sea cucumbers,0.0267384010669989,7,505
2016,79,Jellyfish,0.262616426970457,7,512
2016,81,Red coral,0.00307467158131318,7,459
2016,80,Salps and other gelatinous zooplankton,0.0580111944038338,5,249
2016,58,Rays and skates,0.467531560567696,9,566
2016,19,European sardine adult,2.47327442153358,9,333
2016,55,Small-spotted catshark,0.181667356853189,9,556
2016,43,Labridae and serranidae+,0.094301764684624,9,364
2016,24,Other small pelagic fish,2.98755146428923,8,482
2016,73,Other commercial decapods,0.0108283460759591,9,480
2016,59,Torpedos,0.0109266908181149,8,410
2016,17,Horse mackerels,7.07920263454103,9,597
2017,61,Benthopelagic cephalopods,0.119773403374038,9,606
2017,74,Non-commercial decapods,0.082205910692634,9,606
2017,82,Other corals and gorgonians,0.000847838228669558,7,434
2017,64,Bivalves,0.0237467784503792,6,322
2017,78,Other macro-benthos,0.0341446573549806,7,518
2017,44,Flatfishes,0.265190103379941,9,606
2017,53,No commercial small demersal fish,0.315059939520204,9,606
2017,35,Sparidae+,1.09863830765431,9,605
2017,46,No commercial medium demersal fish,0.0670243943644101,9,576
2017,26,No commercial meso (bathy) pelagic fishes,0.0618298946490994,9,425
2017,28,European conger,0.0117861701809146,9,543
2017,65,Gastropods,0.00166705204804307,7,494
2017,89,Seaweeds,0.0710667611369588,4,196
2017,37,Common two-banded seabream,0.0175543036295962,7,182
2017,21,European anchovy juv.,6.71695844832462,8,428
2017,77,Sea cucumbers,0.0174202586408838,7,518
2017,79,Jellyfish,0.164391670676258,7,516
2017,29,European hake juv.,0.236224872951331,8,598
2017,50,Red mullet,0.134708506769567,8,598
2017,51,Surmullet,0.143657413727372,8,454
2017,60,Coastal benthic cephalopods,0.234360432737926,9,519
2017,34,Common pandora,0.102456254235192,8,453
2017,75,Purple sea urchin,0.046211968888575,7,510
2017,81,Red coral,0.00196527769113557,7,419
2017,80,Salps and other gelatinous zooplankton,0.130936186978645,7,408
2017,19,European sardine adult,2.46427079350764,8,460
2017,16,Mackerels,0.659789152930174,7,362
2017,40,Scorpaenidae+,0.212550110020015,9,606
2017,63,Other benthic cephalopods,0.049174598684648,9,606
2017,43,Labridae and serranidae+,0.0784323146005602,9,491
2017,18,Other medium pelagic fishes,0.0883824596471288,7,151
2017,24,Other small pelagic fish,3.78897869820128,8,512
2017,73,Other commercial decapods,0.0103150192026896,8,415
2017,59,Torpedos,0.0141810635161832,8,523
2017,17,Horse mackerels,7.26316489040941,9,605
2018,61,Benthopelagic cephalopods,0.15098035874088,9,591
2018,82,Other corals and gorgonians,0.000653777067396148,7,448
2018,74,Non-commercial decapods,0.138306091823924,9,591
2018,64,Bivalves,0.0731407836989472,7,407
2018,78,Other macro-benthos,0.0293423804905861,7,504
2018,49,Transparent gobies,0.0216034887942836,4,112
2018,44,Flatfishes,0.219820105012064,9,591
2018,65,Gastropods,0.00179085786665481,7,504
2018,53,No commercial small demersal fish,0.35717473837185,9,591
2018,35,Sparidae+,7.16447720226192,9,591
2018,46,No commercial medium demersal fish,0.0475688539489154,9,531
2018,28,European conger,0.0211687450604983,9,539
2018,77,Sea cucumbers,0.0307708014323801,7,504
2018,27,Anglerfish,0.118475726214893,9,560
2018,29,European hake juv.,0.315173747859824,8,583
2018,50,Red mullet,0.158172795197479,8,484
2018,51,Surmullet,0.0522532167027247,9,540
2018,79,Jellyfish,0.394914601970522,7,446
2018,60,Coastal benthic cephalopods,0.144644666083293,9,544
2018,81,Red coral,0.00378320890350846,7,478
2018,58,Rays and skates,0.294823109186001,9,591
2018,80,Salps and other gelatinous zooplankton,0.0744527370038534,6,310
2018,19,European sardine adult,1.62905770784997,8,371
2018,16,Mackerels,0.121282916508754,7,358
2018,40,Scorpaenidae+,0.237965197224697,9,591
2018,55,Small-spotted catshark,0.126720046755778,9,550
2018,63,Other benthic cephalopods,0.0580127374026212,9,591
2018,43,Labridae and serranidae+,0.0804422767663113,9,408
2018,18,Other medium pelagic fishes,0.0195818201018511,5,136
2018,73,Other commercial decapods,0.00863249744922857,8,377
2018,59,Torpedos,0.021337273480197,9,403
2018,17,Horse mackerels,5.01136407510154,9,591
2019,64,Bivalves,0.0300531860632044,7,341
2019,74,Non-commercial decapods,0.116415560298124,9,607
2019,82,Other corals and gorgonians,0.00125239270959456,7,431
2019,61,Benthopelagic cephalopods,0.190431540619643,9,607
2019,78,Other macro-benthos,0.0414798126939255,7,515
2019,65,Gastropods,0.00502635716677057,7,515
2019,44,Flatfishes,0.211626128334087,9,607
2019,53,No commercial small demersal fish,0.314850573944082,9,607
2019,35,Sparidae+,1.50653437202071,9,607
2019,81,Red coral,0.00177256669054976,6,488
2019,46,No commercial medium demersal fish,0.0436757973581311,9,563
2019,40,Scorpaenidae+,0.199985908347989,9,607
2019,28,European conger,0.0144175216520872,9,506
2019,89,Seaweeds,0.032873021458338,5,183
2019,37,Common two-banded seabream,0.0144930861057164,7,150
2019,63,Other benthic cephalopods,0.0600366046883025,9,607
2019,21,European anchovy juv.,4.71324589626223,8,421
2019,77,Sea cucumbers,0.0167329128764023,7,508
2019,27,Anglerfish,0.131953761681679,9,606
2019,29,European hake juv.,0.384850784208479,9,607
2019,50,Red mullet,0.19527460261301,8,575
2019,51,Surmullet,0.0624367876277373,9,540
2019,79,Jellyfish,0.603886550335171,6,494
2019,60,Coastal benthic cephalopods,0.192462630137349,9,456
2019,34,Common pandora,0.10895551364039,9,430
2019,75,Purple sea urchin,0.104401997563695,7,515
2019,58,Rays and skates,0.342429356314139,9,607
2019,19,European sardine adult,1.64745825018991,8,392
2019,23,Round sardinella,0.499497500209849,6,189
2019,16,Mackerels,0.475415627832798,6,324
2019,55,Small-spotted catshark,0.133674732213792,9,565
2019,43,Labridae and serranidae+,0.0541169213091521,9,489
2019,18,Other medium pelagic fishes,0.0945042552651617,6,188
2019,73,Other commercial decapods,0.00522945542954553,8,272
2019,59,Torpedos,0.0153677576667507,8,444
2019,17,Horse mackerels,10.9437787324499,9,607
2021,61,Benthopelagic cephalopods,0.316602634613731,9,647
2021,64,Bivalves,0.0348574851974612,6,288
2021,82,Other corals and gorgonians,0.000446327471171684,6,469
2021,74,Non-commercial decapods,1.209094162446,9,625
2021,62,Mesopelagic cephalopods,0.00509706528164875,9,355
2021,78,Other macro-benthos,0.0402649863051455,7,559
2021,49,Transparent gobies,0.0317622101835212,5,160
2021,65,Gastropods,0.000821922235347567,7,527
2021,44,Flatfishes,0.222248737828135,9,625
2021,53,No commercial small demersal fish,0.361275209958019,9,646
2021,35,Sparidae+,1.53296909527195,9,646
2021,81,Red coral,0.00114209722169277,7,530
2021,46,No commercial medium demersal fish,0.054391445133716,9,556
2021,28,European conger,0.0190050697332343,7,491
2021,37,Common two-banded seabream,0.0139930756516036,7,226
2021,21,European anchovy juv.,4.74563188806331,7,372
2021,26,No commercial meso (bathy) pelagic fishes,0.0675127163265136,9,409
2021,77,Sea cucumbers,0.008897113405673,7,514
2021,40,Scorpaenidae+,0.197662307639449,9,647
2021,29,European hake juv.,0.326148822984436,8,638
2021,50,Red mullet,0.204218414767345,8,561
2021,51,Surmullet,0.0553244514329806,8,563
2021,58,Rays and skates,0.579850581812364,9,624
2021,79,Jellyfish,0.121271995071836,7,543
2021,60,Coastal benthic cephalopods,0.146549308669955,9,479
2021,34,Common pandora,0.117468766980684,8,422
2021,86,Mediterranean seagrass,0.0279138290995016,4,215
2021,75,Purple sea urchin,0.0855269049663431,7,536
2021,80,Salps and other gelatinous zooplankton,0.0235837473884555,7,451
2021,23,Round sardinella,0.111140842743168,6,155
2021,16,Mackerels,0.238955248656347,7,474
2021,55,Small-spotted catshark,0.138848045935298,9,617
2021,43,Labridae and serranidae+,0.0520403090146941,9,504
2021,24,Other small pelagic fish,3.00781175059941,9,502
2021,73,Other commercial decapods,0.00982843116672896,8,325
2021,17,Horse mackerels,6.36090805019969,9,647
1994,26,No commercial meso (bathy) pelagic fishes,0.167643831592217,7,289
1994,33,Blue whiting,0.291237729328832,7,364
1994,12,Non-commercial large pelagic fishes,1.27157471698909,1,5
1994,57,Other small demersal sharks,0.018480500892904,7,322
1994,39,Red scorpionfish,0.00642236943073284,6,263
1994,59,Torpedos,0.0147015660383208,7,423
1995,46,No commercial medium demersal fish,0.0679881557047565,8,450
1995,37,Common two-banded seabream,0.0341769545317534,3,55
1995,45,Other commercial medium demersal fish,0.0960164277385787,8,539
1995,25,Benthopelagic fishes,0.143569776418823,8,440
1995,27,Anglerfish,0.167239496930121,8,539
1995,51,Surmullet,0.0560583702471618,8,526
1995,34,Common pandora,0.0380715004461251,7,287
1995,72,European lobster,0.0231513796599981,5,168
1995,66,Deep-water rose shrimp,0.0101817220049302,7,408
1995,77,Sea cucumbers,0.00791335639499401,4,142
1995,58,Rays and skates,0.354666218169183,8,518
1995,16,Mackerels,0.134414794240184,5,153
1995,39,Red scorpionfish,0.00803214001902477,7,199
1995,24,Other small pelagic fish,0.752881287205932,8,406
1996,45,Other commercial medium demersal fish,0.0919448759734012,8,549
1996,25,Benthopelagic fishes,0.180186176363031,8,476
1996,78,Other macro-benthos,0.00176623947289424,2,17
1996,75,Purple sea urchin,8.44544663744542e-06,1,5
1996,19,European sardine adult,3.14604546889849,7,443
1997,18,Other medium pelagic fishes,0.149524452877984,6,139
1997,28,European conger,0.0266442878432902,7,512
1997,45,Other commercial medium demersal fish,0.123143279940341,8,545
1997,33,Blue whiting,0.592522247643155,8,367
1997,66,Deep-water rose shrimp,0.0199411822953941,8,380
1997,58,Rays and skates,0.229414190853842,8,496
1997,39,Red scorpionfish,0.00710752332807228,5,222
1997,55,Small-spotted catshark,0.0950193664838469,8,448
1998,21,European anchovy juv.,1.67488366842516,7,291
1998,26,No commercial meso (bathy) pelagic fishes,0.124257640140185,8,318
1998,12,Non-commercial large pelagic fishes,0.731589290398229,2,32
1998,34,Common pandora,0.0396557457432909,7,387
1998,66,Deep-water rose shrimp,0.0355297461347521,8,408
1998,79,Jellyfish,0.000357947664043217,2,40
1998,19,European sardine adult,2.56797145972902,7,364
1998,16,Mackerels,0.153162733220269,4,183
1999,37,Common two-banded seabream,0.0214730877663842,6,136
1999,25,Benthopelagic fishes,0.20767025970814,8,453
1999,26,No commercial meso (bathy) pelagic fishes,0.142053121443706,8,401
1999,51,Surmullet,0.0444728315755105,8,535
1999,34,Common pandora,0.0642685296923011,7,387
1999,72,European lobster,0.0116954369778256,5,159
1999,66,Deep-water rose shrimp,0.0524890544671847,8,460
1999,77,Sea cucumbers,0.00428018138397878,3,243
1999,39,Red scorpionfish,0.0200421456613669,7,285
1999,55,Small-spotted catshark,0.0767530600680768,8,482
1999,45,Other commercial medium demersal fish,0.117640770551695,8,560
2000,28,European conger,0.0309581137245674,7,530
2000,25,Benthopelagic fishes,0.186444463920953,7,468
2000,27,Anglerfish,0.145136092620335,7,530
2000,51,Surmullet,0.0307329332584733,7,442
2000,26,No commercial meso (bathy) pelagic fishes,0.175163724862942,7,336
2000,66,Deep-water rose shrimp,0.0403855893551001,7,428
2000,77,Sea cucumbers,0.00525756464648669,3,169
2000,59,Torpedos,0.00642600968215293,6,400
2001,62,Mesopelagic cephalopods,0.0061362119949151,7,263
2001,25,Benthopelagic fishes,0.209941999141956,8,521
2001,27,Anglerfish,0.156151764352067,8,536
2001,26,No commercial meso (bathy) pelagic fishes,0.201491529754342,8,395
2001,66,Deep-water rose shrimp,0.0403332230163261,8,430
2001,19,European sardine adult,1.33804812323616,8,310
2001,57,Other small demersal sharks,0.0184602053668028,8,333
2002,21,European anchovy juv.,3.33387637678803,6,316
2002,26,No commercial meso (bathy) pelagic fishes,0.160541294323264,7,318
2002,25,Benthopelagic fishes,0.163958898649903,7,405
2002,66,Deep-water rose shrimp,0.0261158167229339,7,375
2002,16,Mackerels,0.314852460312169,5,195
2003,64,Bivalves,0.0030250563945829,4,151
2003,49,Transparent gobies,0.00731331178313038,4,224
2003,25,Benthopelagic fishes,0.173887532725315,7,426
2003,27,Anglerfish,0.105385556338682,7,516
2003,77,Sea cucumbers,0.00290464478328376,4,206
2004,12,Non-commercial large pelagic fishes,1.45364078873176,1,8
2004,66,Deep-water rose shrimp,0.0301834882639041,8,426
2004,32,Poor cod,0.110469690322322,6,378
2005,49,Transparent gobies,0.0338424222952541,5,130
2005,21,European anchovy juv.,1.78535645217873,7,269
2005,26,No commercial meso (bathy) pelagic fishes,0.178712703314356,8,304
2005,64,Bivalves,0.0161999335904067,4,173
2005,18,Other medium pelagic fishes,0.0819145183374825,6,177
2005,59,Torpedos,0.00961114547127791,7,340
2006,49,Transparent gobies,0.0313991908629774,4,121
2006,26,No commercial meso (bathy) pelagic fishes,0.304448229169066,9,332
2006,27,Anglerfish,0.159988175513409,9,498
2006,33,Blue whiting,1.04471100715744,9,365
2006,66,Deep-water rose shrimp,0.0448406795906132,9,413
2007,21,European anchovy juv.,0.699124889289972,7,297
2007,26,No commercial meso (bathy) pelagic fishes,0.193818293723367,9,294
2007,12,Non-commercial large pelagic fishes,2.77348902402408,2,12
2007,57,Other small demersal sharks,0.0280777221575886,9,350
2007,23,Round sardinella,0.522701220611059,6,114
2007,18,Other medium pelagic fishes,0.164918622861514,5,150
2007,59,Torpedos,0.0129171883672306,8,355
2007,32,Poor cod,0.155827003469359,7,426
2008,49,Transparent gobies,0.00435963553368286,5,112
2008,21,European anchovy juv.,1.33231056777229,8,269
2008,45,Other commercial medium demersal fish,0.10115693476907,9,529
2008,25,Benthopelagic fishes,0.115475424408896,9,393
2008,66,Deep-water rose shrimp,0.030182415366807,9,354
2008,26,No commercial meso (bathy) pelagic fishes,0.0893461308733775,9,396
2009,64,Bivalves,0.00503321673242833,6,241
2009,21,European anchovy juv.,2.32874446598172,6,260
2009,25,Benthopelagic fishes,0.142741184535586,9,363
2009,57,Other small demersal sharks,0.0227396042568128,9,291
2009,58,Rays and skates,0.385302540766517,9,524
2009,16,Mackerels,0.146380298809807,6,230
2009,32,Poor cod,0.0835289298826163,7,408
2010,62,Mesopelagic cephalopods,0.00427111182565128,7,235
2010,21,European anchovy juv.,1.86752596087572,7,310
2010,25,Benthopelagic fishes,0.158814372207396,8,370
2010,27,Anglerfish,0.173345492805946,8,491
2010,33,Blue whiting,0.294818581169068,8,343
2010,58,Rays and skates,0.424481992984928,8,462
2010,19,European sardine adult,2.42080003645781,8,294
2010,16,Mackerels,0.390141453243948,4,84
2010,45,Other commercial medium demersal fish,0.117668904224187,8,483
2011,49,Transparent gobies,0.0447120217463465,5,139
2011,38,Common dentex,0.0491760683491549,4,57
2011,45,Other commercial medium demersal fish,0.106620643540201,9,533
2011,27,Anglerfish,0.155472806098402,9,530
2011,66,Deep-water rose shrimp,0.0505163320882788,9,434
2011,19,European sardine adult,3.93070684928198,8,316
2011,55,Small-spotted catshark,0.171051780695146,9,503
2011,59,Torpedos,0.00881796437158664,9,346
2012,62,Mesopelagic cephalopods,0.00585990458275325,9,239
2012,26,No commercial meso (bathy) pelagic fishes,0.127814052814359,9,324
2012,89,Seaweeds,0.134961246320452,2,44
2012,27,Anglerfish,0.14752225153846,9,545
2012,79,Jellyfish,0.100174607197697,5,216
2012,51,Surmullet,0.0517281443737978,8,493
2012,66,Deep-water rose shrimp,0.069356678287833,9,405
2013,27,Anglerfish,0.183424324803725,9,526
2013,66,Deep-water rose shrimp,0.0663358942712576,9,425
2013,45,Other commercial medium demersal fish,0.123523930344614,9,569
2013,80,Salps and other gelatinous zooplankton,0.0142798571184069,5,194
2013,39,Red scorpionfish,0.0148336690239911,7,272
2013,32,Poor cod,0.163951956119214,8,397
2014,62,Mesopelagic cephalopods,0.00530914319779504,8,320
2014,26,No commercial meso (bathy) pelagic fishes,0.19792697592535,9,353
2014,21,European anchovy juv.,3.90579955131419,8,420
2014,45,Other commercial medium demersal fish,0.096210094558574,9,576
2014,25,Benthopelagic fishes,0.150479593810139,9,458
2014,66,Deep-water rose shrimp,0.037505256024885,9,478
2014,16,Mackerels,0.138601988745496,7,312
2014,39,Red scorpionfish,0.0230280744984364,7,332
2014,32,Poor cod,0.1066126017443,8,420
2015,62,Mesopelagic cephalopods,0.0059702889797537,9,265
2015,37,Common two-banded seabream,0.0506712539854701,7,151
2015,21,European anchovy juv.,4.60230919508706,8,417
2015,54,Bathydemersal (deep sea) fish,0.262169589662739,9,528
2015,25,Benthopelagic fishes,0.181615098358511,9,446
2015,27,Anglerfish,0.159214493015295,9,576
2015,66,Deep-water rose shrimp,0.0510489582879975,9,472
2015,23,Round sardinella,0.0862568850283539,5,139
2015,16,Mackerels,0.480427761654365,6,262
2015,55,Small-spotted catshark,0.167995200061514,9,557
2015,24,Other small pelagic fish,1.45478510013314,8,475
2016,63,Other benthic cephalopods,0.0570338163388042,9,595
2016,21,European anchovy juv.,6.61911567269191,8,405
2016,56,Blackmouth catshark,0.306248249055998,9,288
2016,27,Anglerfish,0.149856049803668,9,568
2016,18,Other medium pelagic fishes,0.148295396056237,6,142
2016,57,Other small demersal sharks,0.0175691960813534,9,402
2016,45,Other commercial medium demersal fish,0.0934004346597272,9,581
2017,45,Other commercial medium demersal fish,0.115159082178665,9,591
2017,25,Benthopelagic fishes,0.0861637526831537,9,428
2017,27,Anglerfish,0.132151818953408,9,554
2017,57,Other small demersal sharks,0.01276518227808,9,403
2017,66,Deep-water rose shrimp,0.0537536260810777,9,530
2017,86,Mediterranean seagrass,0.0428139070545045,4,174
2017,58,Rays and skates,0.495231258055117,9,603
2017,55,Small-spotted catshark,0.189991378438144,9,562
2018,62,Mesopelagic cephalopods,0.00664507096831559,9,292
2018,26,No commercial meso (bathy) pelagic fishes,0.0859899315689057,9,402
2018,75,Purple sea urchin,0.0821841751453085,7,494
2018,21,European anchovy juv.,4.95677237375514,8,442
2018,89,Seaweeds,0.0136568722297134,4,162
2018,34,Common pandora,0.0916334543601307,8,442
2018,66,Deep-water rose shrimp,0.0949254531104939,9,483
2018,86,Mediterranean seagrass,0.00323810325067069,5,246
2018,23,Round sardinella,0.227742677177947,6,180
2018,39,Red scorpionfish,0.0192725610782145,8,267
2018,25,Benthopelagic fishes,0.155055579169455,9,419
2018,24,Other small pelagic fish,2.28637138702078,8,463
2018,45,Other commercial medium demersal fish,0.091722235643334,9,572
2019,26,No commercial meso (bathy) pelagic fishes,0.09592456666105,9,322
2019,66,Deep-water rose shrimp,0.0683610550143866,9,499
2019,86,Mediterranean seagrass,0.159637678243715,5,253
2019,80,Salps and other gelatinous zooplankton,0.0256731954868147,7,403
2019,24,Other small pelagic fish,2.40559706546898,8,454
2019,32,Poor cod,0.0699653331468362,8,417
2019,45,Other commercial medium demersal fish,0.0887859659903845,9,604
2021,63,Other benthic cephalopods,0.0361198612202206,9,645
2021,45,Other commercial medium demersal fish,0.0784290652765501,9,644
2021,25,Benthopelagic fishes,0.100261863817145,9,466
2021,27,Anglerfish,0.108894772212583,9,602
2021,66,Deep-water rose shrimp,0.0788473138968082,9,552
2021,19,European sardine adult,6.20654806526744,9,406
2021,18,Other medium pelagic fishes,0.0498442489874787,5,146
2021,59,Torpedos,0.0156306441505524,9,476
2021,32,Poor cod,0.0654811006028496,8,451
1994,54,Bathydemersal (deep sea) fish,0.522668654063095,7,413
1994,25,Benthopelagic fishes,0.260001571398354,7,375
1995,26,No commercial meso (bathy) pelagic fishes,0.187701202401758,8,310
1995,54,Bathydemersal (deep sea) fish,0.327199152326299,8,459
1995,33,Blue whiting,0.393970599197991,8,358
1996,26,No commercial meso (bathy) pelagic fishes,0.25279418613767,8,333
1996,33,Blue whiting,0.961481957940412,8,343
1996,66,Deep-water rose shrimp,0.00953215355707114,8,380
1996,59,Torpedos,0.0134454717851493,8,367
1997,54,Bathydemersal (deep sea) fish,0.324241033498674,8,419
1997,26,No commercial meso (bathy) pelagic fishes,0.13904115419952,8,353
1997,32,Poor cod,0.119764823758796,6,408
1998,25,Benthopelagic fishes,0.118209321658979,8,439
1998,33,Blue whiting,0.0817432937806203,8,334
1998,39,Red scorpionfish,0.00809919337964302,6,289
1998,32,Poor cod,0.072750707383738,6,418
1999,58,Rays and skates,0.288573565139187,8,490
1999,59,Torpedos,0.00513222197021673,6,375
1999,32,Poor cod,0.154872860057472,6,407
2000,57,Other small demersal sharks,0.0210821766229723,7,316
2000,33,Blue whiting,0.51603029614023,7,335
2001,54,Bathydemersal (deep sea) fish,0.371055289206339,8,462
2001,33,Blue whiting,0.424588941924762,8,353
2002,54,Bathydemersal (deep sea) fish,0.137494736831646,7,357
2002,33,Blue whiting,0.488737040897308,7,293
2003,26,No commercial meso (bathy) pelagic fishes,0.163756013881512,7,376
2003,54,Bathydemersal (deep sea) fish,0.561936652256452,7,398
2003,33,Blue whiting,0.305271061462115,7,357
2003,66,Deep-water rose shrimp,0.028016655256982,7,384
2004,26,No commercial meso (bathy) pelagic fishes,0.136981498091502,8,352
2004,54,Bathydemersal (deep sea) fish,0.214191580102941,8,396
2004,25,Benthopelagic fishes,0.115542789256612,8,417
2004,33,Blue whiting,0.759851668687619,8,378
2004,31,Other commercial large demersal fish,0.00386072485250916,8,266
2005,25,Benthopelagic fishes,0.170942643367867,8,385
2005,54,Bathydemersal (deep sea) fish,0.462618508882175,8,419
2005,33,Blue whiting,1.3438667648461,8,369
2005,66,Deep-water rose shrimp,0.0397611740235381,8,320
2005,32,Poor cod,0.224167645616698,6,391
2006,62,Mesopelagic cephalopods,0.00308222082628689,9,230
2006,25,Benthopelagic fishes,0.174492130428546,9,447
2006,54,Bathydemersal (deep sea) fish,0.47310717506261,9,459
2007,33,Blue whiting,0.612471163825575,9,278
2007,31,Other commercial large demersal fish,0.00401704644803666,8,238
2007,71,Norway lobster,0.0777758226553971,9,362
2007,66,Deep-water rose shrimp,0.0171911318707642,9,376
2008,54,Bathydemersal (deep sea) fish,0.33018135079991,9,424
2008,58,Rays and skates,0.574387224026952,9,516
2008,32,Poor cod,0.105157150062247,8,407
2009,26,No commercial meso (bathy) pelagic fishes,0.180516104759051,9,385
2009,54,Bathydemersal (deep sea) fish,0.412586302950083,9,439
