Year,FG_num,FG_name,mean_density,n_areas_contributing,n_samples_total
2009,33,Blue whiting,0.368650760866085,9,374
2009,71,Norway lobster,0.113796448718335,9,333
2009,66,Deep-water rose shrimp,0.0387834953029367,9,438
2010,26,No commercial meso (bathy) pelagic fishes,0.184297185563225,8,271
2010,54,Bathydemersal (deep sea) fish,0.608849095459116,8,410
2010,66,Deep-water rose shrimp,0.0692817716220927,8,383
2011,54,Bathydemersal (deep sea) fish,0.721213569381033,9,422
2011,26,No commercial meso (bathy) pelagic fishes,0.165158755578815,9,303
2011,25,Benthopelagic fishes,0.152794511451565,9,358
2011,33,Blue whiting,0.197414721315214,9,396
2011,12,Non-commercial large pelagic fishes,1.22087333901481,1,4
2011,31,Other commercial large demersal fish,0.00490496086588449,8,253
2011,32,Poor cod,0.0953070481036906,7,431
2012,54,Bathydemersal (deep sea) fish,0.326697281168296,9,510
2012,56,Blackmouth catshark,0.340631769584911,9,273
2012,25,Benthopelagic fishes,0.14610220185659,9,369
2012,33,Blue whiting,0.113593295578868,9,323
2012,32,Poor cod,0.108529070022111,7,411
2013,26,No commercial meso (bathy) pelagic fishes,0.240631565209696,9,338
2013,54,Bathydemersal (deep sea) fish,0.712818709658404,9,465
2013,25,Benthopelagic fishes,0.158122418086936,9,401
2013,33,Blue whiting,0.138091213099715,9,417
2014,54,Bathydemersal (deep sea) fish,0.384241113024682,9,523
2014,33,Blue whiting,0.133706207656147,9,387
2014,71,Norway lobster,0.0741115169066374,9,339
2015,49,Transparent gobies,0.0954992608673218,6,174
2015,26,No commercial meso (bathy) pelagic fishes,0.128205626838994,9,371
2015,33,Blue whiting,0.17108112726228,8,321
2015,80,Salps and other gelatinous zooplankton,0.0433143491619413,5,211
2016,54,Bathydemersal (deep sea) fish,0.456256527582165,9,466
2016,25,Benthopelagic fishes,0.108545139799051,9,387
2016,33,Blue whiting,0.0813440171762131,8,398
2016,66,Deep-water rose shrimp,0.0749443593248511,9,480
2016,39,Red scorpionfish,0.0213474849347783,6,267
2017,56,Blackmouth catshark,0.247097115309556,9,293
2017,54,Bathydemersal (deep sea) fish,0.43008630520951,9,515
2017,62,Mesopelagic cephalopods,0.00449435868516784,9,293
2018,54,Bathydemersal (deep sea) fish,0.760909040353181,9,493
2018,57,Other small demersal sharks,0.0193099051629966,9,407
2019,54,Bathydemersal (deep sea) fish,0.711564399327366,9,481
2019,25,Benthopelagic fishes,0.450242590242103,9,390
2019,56,Blackmouth catshark,0.158478291436171,9,313
2019,71,Norway lobster,0.0752907379723412,9,375
2021,54,Bathydemersal (deep sea) fish,0.339709356656675,9,481
2021,33,Blue whiting,0.414426215436452,7,382
2021,57,Other small demersal sharks,0.0175905074186334,9,507
2021,85,Suprabenthos,9.35944937269956e-05,4,158
1994,62,Mesopelagic cephalopods,0.00208696034987868,7,260
1994,67,Blue and red shrimp,0.0393394508191203,6,297
1994,56,Blackmouth catshark,0.186341225793693,7,244
1994,71,Norway lobster,0.053684339748477,7,318
1994,66,Deep-water rose shrimp,0.00918344805542249,7,414
1994,77,Sea cucumbers,0.00239317598753487,1,14
1995,62,Mesopelagic cephalopods,0.0045244274876936,8,296
1995,67,Blue and red shrimp,0.0282582410292912,7,228
1995,57,Other small demersal sharks,0.0196691072247639,8,329
1995,56,Blackmouth catshark,0.263988999821674,8,241
1995,71,Norway lobster,0.0610343044349888,8,353
1996,54,Bathydemersal (deep sea) fish,0.396485957645822,8,450
1996,62,Mesopelagic cephalopods,0.00443935257723683,7,246
1996,67,Blue and red shrimp,0.0336228995394152,8,243
1996,57,Other small demersal sharks,0.0225320408178392,8,326
1996,56,Blackmouth catshark,0.262591251350062,8,283
1996,31,Other commercial large demersal fish,0.00552540618128332,8,301
1996,71,Norway lobster,0.0778579276452431,8,358
1997,62,Mesopelagic cephalopods,0.00776723233802951,7,225
1997,67,Blue and red shrimp,0.0420728300224365,7,227
1997,57,Other small demersal sharks,0.0247596368173961,8,352
1997,56,Blackmouth catshark,0.509372977031689,8,237
1997,31,Other commercial large demersal fish,0.00464877352968485,8,272
1997,71,Norway lobster,0.070094080919262,8,325
1998,54,Bathydemersal (deep sea) fish,0.149621227468275,8,450
1998,62,Mesopelagic cephalopods,0.00733792183024264,8,229
1998,67,Blue and red shrimp,0.0387665037909339,7,216
1998,57,Other small demersal sharks,0.0257827955518854,8,371
1998,56,Blackmouth catshark,0.287669715995927,8,239
1998,71,Norway lobster,0.0728660755101958,8,354
1998,73,Other commercial decapods,0.00871105586954197,7,413
1999,54,Bathydemersal (deep sea) fish,0.222984833498438,8,465
1999,62,Mesopelagic cephalopods,0.00346085474533774,7,250
1999,67,Blue and red shrimp,0.0393655157658612,7,231
1999,57,Other small demersal sharks,0.0206046858563625,8,363
1999,11,Pelagic sharks,0.00827733343515757,1,23
1999,56,Blackmouth catshark,0.258255239828105,8,284
1999,33,Blue whiting,0.631413479455937,8,388
1999,71,Norway lobster,0.0678761379153956,8,358
1999,16,Mackerels,0.0637187913397231,7,197
2000,54,Bathydemersal (deep sea) fish,0.509620779260705,7,474
2000,62,Mesopelagic cephalopods,0.00417878339892583,5,234
2000,67,Blue and red shrimp,0.0489043016244629,7,242
2000,56,Blackmouth catshark,0.247459140237744,7,271
2000,71,Norway lobster,0.0902884634718164,7,361
2001,67,Blue and red shrimp,0.0476567973545343,7,240
2001,11,Pelagic sharks,0.0232843018707558,2,73
2001,56,Blackmouth catshark,0.260376161420188,8,315
2001,31,Other commercial large demersal fish,0.0065463369873107,8,271
2001,71,Norway lobster,0.118017542459836,8,370
2002,62,Mesopelagic cephalopods,0.00289274467234848,7,229
2002,67,Blue and red shrimp,0.0485314497197495,7,195
2002,57,Other small demersal sharks,0.0159661428942665,7,307
2002,56,Blackmouth catshark,0.378590493877454,7,195
2002,71,Norway lobster,0.0902489236963245,7,326
2003,62,Mesopelagic cephalopods,0.00306986922300298,7,234
2003,67,Blue and red shrimp,0.0324594000991356,7,214
2003,56,Blackmouth catshark,0.290348599159699,7,250
2003,12,Non-commercial large pelagic fishes,0.441753805398251,2,69
2003,71,Norway lobster,0.134279171478477,7,272
2004,62,Mesopelagic cephalopods,0.00703016248502634,8,230
2004,67,Blue and red shrimp,0.0341441199153686,7,202
2004,57,Other small demersal sharks,0.0262932241468434,8,273
2004,11,Pelagic sharks,0.114950096936934,1,26
2004,56,Blackmouth catshark,0.315172787964382,8,238
2005,62,Mesopelagic cephalopods,0.00432276635274,7,205
2005,67,Blue and red shrimp,0.0232308378376137,8,204
2005,57,Other small demersal sharks,0.0203221343559706,8,258
2005,11,Pelagic sharks,0.0261154396447882,1,22
2005,56,Blackmouth catshark,0.307559090029715,8,270
2005,31,Other commercial large demersal fish,0.00431295780009908,8,221
2005,71,Norway lobster,0.08876478264752,8,313
2005,73,Other commercial decapods,0.00804595043644139,7,286
2006,67,Blue and red shrimp,0.0368042011460944,7,207
2006,57,Other small demersal sharks,0.0210956419452286,9,279
2006,11,Pelagic sharks,0.0181423019803173,1,26
2006,56,Blackmouth catshark,0.523163604930211,9,224
2006,71,Norway lobster,0.0967306304088379,9,337
2007,62,Mesopelagic cephalopods,0.00710006279461204,8,236
2007,67,Blue and red shrimp,0.0274501058256399,8,211
2007,11,Pelagic sharks,0.14517063085004,1,20
2007,56,Blackmouth catshark,0.434247904831379,9,247
2008,85,Suprabenthos,0.000297599113679,3,79
2008,62,Mesopelagic cephalopods,0.00819429787235097,7,218
2008,67,Blue and red shrimp,0.0457335951034382,8,208
2008,57,Other small demersal sharks,0.0176611176244178,9,314
2008,11,Pelagic sharks,0.240840086018505,1,18
2008,56,Blackmouth catshark,0.293327851346779,9,243
2008,33,Blue whiting,0.265231930716208,9,355
2008,31,Other commercial large demersal fish,0.00494488461844791,9,269
2008,71,Norway lobster,0.0982095840082507,9,326
2008,73,Other commercial decapods,0.00478422362614345,7,266
2009,62,Mesopelagic cephalopods,0.00269231189176307,7,197
2009,67,Blue and red shrimp,0.0356895918361881,8,208
2009,11,Pelagic sharks,0.0757341673841026,1,16
2009,56,Blackmouth catshark,0.332001245600013,9,221
2009,31,Other commercial large demersal fish,0.00795646627045691,8,246
2010,67,Blue and red shrimp,0.0479503262005634,7,188
2010,11,Pelagic sharks,0.191670020892032,1,12
2010,56,Blackmouth catshark,0.43734257744883,8,211
2010,71,Norway lobster,0.0858296497833671,8,300
2010,85,Suprabenthos,0.000219661488563942,3,45
2011,67,Blue and red shrimp,0.0419620606242482,9,224
2011,57,Other small demersal sharks,0.0204939113130547,9,356
2011,56,Blackmouth catshark,0.398201899035012,9,259
2011,71,Norway lobster,0.0744917145722732,9,320
2012,67,Blue and red shrimp,0.044938816348401,8,207
2012,57,Other small demersal sharks,0.0240994982374138,9,317
2012,71,Norway lobster,0.0795728568306805,9,322
2012,85,Suprabenthos,0.00027203110734347,3,70
2013,62,Mesopelagic cephalopods,0.00660723287612837,9,317
2013,67,Blue and red shrimp,0.0415460530260495,8,214
2013,57,Other small demersal sharks,0.0188808084764485,9,446
2013,11,Pelagic sharks,0.238894032592649,1,20
2013,56,Blackmouth catshark,0.392932129845813,9,276
2013,58,Rays and skates,0.372378977697311,9,553
2013,31,Other commercial large demersal fish,0.00384454489456741,8,246
2013,71,Norway lobster,0.065955537086113,9,349
2014,67,Blue and red shrimp,0.0447410058633759,8,225
2014,57,Other small demersal sharks,0.0215781598058464,9,366
2014,11,Pelagic sharks,0.138351700005132,1,28
2014,56,Blackmouth catshark,0.394431282773879,9,249
2014,31,Other commercial large demersal fish,0.00601748018204813,7,234
2014,85,Suprabenthos,0.000673615802167149,4,147
2015,85,Suprabenthos,7.43962353174426e-05,3,164
2015,67,Blue and red shrimp,0.0311566257406223,8,237
2015,57,Other small demersal sharks,0.0256148962435052,9,362
2015,11,Pelagic sharks,0.0175570905517243,1,34
2015,56,Blackmouth catshark,0.283302982693065,9,262
2015,31,Other commercial large demersal fish,0.0037040805668208,8,282
2015,71,Norway lobster,0.0651373906074986,9,428
2016,62,Mesopelagic cephalopods,0.00559052355013523,8,290
2016,67,Blue and red shrimp,0.0471580852232918,8,233
2016,11,Pelagic sharks,0.668058934582911,2,35
2016,31,Other commercial large demersal fish,0.0039578373489113,8,302
2016,71,Norway lobster,0.0682082442784034,9,405
2016,85,Suprabenthos,0.000199564836979585,5,169
2016,16,Mackerels,0.198851763929491,7,261
2017,67,Blue and red shrimp,0.0257297359708745,8,270
2017,11,Pelagic sharks,0.074861595324308,3,61
2017,33,Blue whiting,0.0886862774903302,9,304
2017,71,Norway lobster,0.0566004681526761,9,391
2017,14,Swordfish,0.347581406132679,1,35
2018,68,Giant red shrimp,0.0572998410717266,7,229
2018,67,Blue and red shrimp,0.0318546384551332,8,234
2018,56,Blackmouth catshark,0.276677699651904,9,247
2018,85,Suprabenthos,0.000186962627715366,6,211
2018,33,Blue whiting,0.055639340814463,7,372
2018,71,Norway lobster,0.0696591137839398,9,397
2019,62,Mesopelagic cephalopods,0.00580708766972622,9,303
2019,67,Blue and red shrimp,0.0255287066459427,8,241
2019,57,Other small demersal sharks,0.0140522085906097,9,361
2019,11,Pelagic sharks,0.00585739406974098,1,37
2019,33,Blue whiting,0.162885610936989,8,337
2019,31,Other commercial large demersal fish,0.00240262733856775,8,292
2019,85,Suprabenthos,8.26603781069777e-05,4,89
2021,67,Blue and red shrimp,0.0300747407651546,8,265
2021,56,Blackmouth catshark,0.243041301091326,9,285
2021,12,Non-commercial large pelagic fishes,1.67609906939174,2,70
2021,31,Other commercial large demersal fish,0.0045208309016541,7,280
2021,71,Norway lobster,0.0522126191323171,9,398
2021,14,Swordfish,0.345533988793708,2,69
2006,72,European lobster,0.0222033125043958,3,45
2007,72,European lobster,0.011010550061198,6,142
2011,72,European lobster,0.0429829258881492,5,126
2012,16,Mackerels,0.109487780134543,6,237
2015,72,European lobster,0.0379349880396716,5,125
2016,72,European lobster,0.0119517588984697,4,164
2017,72,European lobster,0.0222132133108376,8,237
2017,23,Round sardinella,0.172909892095386,6,198
2007,73,Other commercial decapods,0.00710241759281455,7,281
2011,62,Mesopelagic cephalopods,0.00721822615367372,7,220
2013,89,Seaweeds,0.0504685330345585,3,65
2014,72,European lobster,0.00756737048554081,5,202
2017,85,Suprabenthos,9.42889026420743e-05,5,157
2016,89,Seaweeds,0.116825689904452,3,89
2016,86,Mediterranean seagrass,0.269436644794883,3,127
2017,39,Red scorpionfish,0.0419169512742095,5,234
2021,89,Seaweeds,0.167017582877412,3,87
2021,39,Red scorpionfish,0.0191517014994416,6,244
2007,49,Transparent gobies,0.538526833358682,4,123
2007,39,Red scorpionfish,0.0318872573722958,5,181
2008,23,Round sardinella,1.33995132342031,3,102
2008,39,Red scorpionfish,0.0195140308248,7,278
2009,49,Transparent gobies,0.579379429837508,5,135
2009,38,Common dentex,0.121006725008082,3,66
2009,12,Non-commercial large pelagic fishes,1.44530440056278,1,20
2009,72,European lobster,0.0125785454383762,3,145
2009,23,Round sardinella,0.147303290381889,3,115
2010,49,Transparent gobies,0.10285485523621,4,127
2010,23,Round sardinella,0.264813591948735,5,96
2010,39,Red scorpionfish,0.0298869612676602,5,199
2010,32,Poor cod,0.146392766248681,6,347
2011,21,European anchovy juv.,2.99806751591704,7,347
2011,85,Suprabenthos,0.000137186219193381,2,64
2011,23,Round sardinella,0.520533659046768,4,88
2012,21,European anchovy juv.,3.03270833832575,7,356
2012,49,Transparent gobies,0.0232448336543957,4,177
2012,72,European lobster,0.0113169528649744,4,257
2012,86,Mediterranean seagrass,0.0164230078398446,3,155
2012,39,Red scorpionfish,0.0257682513378546,5,255
2013,49,Transparent gobies,0.0380682881542887,5,162
2013,72,European lobster,0.0157661897413733,5,161
2013,79,Jellyfish,0.648690869274818,5,291
2014,49,Transparent gobies,0.0321615200774361,5,158
2015,39,Red scorpionfish,0.0216514975923575,5,213
2015,32,Poor cod,0.0616277691720585,6,381
2016,23,Round sardinella,0.225287720419809,4,94
2016,32,Poor cod,0.0706140628623388,6,434
2017,68,Giant red shrimp,0.0343470283604602,6,214
2017,49,Transparent gobies,0.00440835040934126,3,163
2017,31,Other commercial large demersal fish,0.002715520185601,7,255
2017,32,Poor cod,0.0626921365751613,7,436
2018,37,Common two-banded seabream,0.0094121191563633,5,109
2018,11,Pelagic sharks,0.171154113582149,1,20
2018,72,European lobster,0.0231464303626153,5,198
2018,32,Poor cod,0.0509906089901977,6,478
2019,49,Transparent gobies,0.170545929858258,4,178
2019,72,European lobster,0.0191123712901158,5,191
2019,39,Red scorpionfish,0.0210789955770132,6,230
2020,74,Non-commercial decapods,0.0726462000132045,6,363
2020,64,Bivalves,0.0124077106130796,4,205
2020,82,Other corals and gorgonians,0.00124330776873341,4,212
2020,61,Benthopelagic cephalopods,0.177274500239425,6,401
2020,78,Other macro-benthos,0.0257046895028578,5,347
2020,43,Labridae and serranidae+,0.0593218331416017,6,244
2020,65,Gastropods,0.000427405848064208,5,323
2020,54,Bathydemersal (deep sea) fish,0.451031513837243,6,307
2020,44,Flatfishes,0.173471809525521,6,392
2020,53,No commercial small demersal fish,0.313406402569022,6,398
2020,35,Sparidae+,1.22154341703194,6,401
2020,75,Purple sea urchin,0.0496306406185036,5,332
2020,40,Scorpaenidae+,0.17025563945339,6,401
2020,28,European conger,0.0178813909596073,6,366
2020,89,Seaweeds,0.089996031195566,3,82
2020,58,Rays and skates,0.549851114131936,6,341
2020,37,Common two-banded seabream,0.0117136052503607,6,139
2020,46,No commercial medium demersal fish,0.0560325548829302,6,321
2020,63,Other benthic cephalopods,0.0314344184488289,6,401
2020,21,European anchovy juv.,14.7062564985524,6,262
2020,81,Red coral,0.000964689867271473,5,323
2020,49,Transparent gobies,0.0668984350815569,3,82
2020,77,Sea cucumbers,0.00820079504943593,5,335
2020,79,Jellyfish,0.282760834360816,4,326
2020,27,Anglerfish,0.11529622585311,6,331
2020,73,Other commercial decapods,0.00703379188095227,6,229
2020,29,European hake juv.,0.279585924319259,6,401
2020,50,Red mullet,0.330381829213973,6,378
2020,51,Surmullet,0.0727012655376204,6,336
2020,57,Other small demersal sharks,0.00707747061784768,6,289
2020,60,Coastal benthic cephalopods,0.0716751473903124,6,354
2020,34,Common pandora,0.115106715532445,6,302
2020,72,European lobster,0.0184719679295164,4,124
2020,86,Mediterranean seagrass,0.00799143995757827,4,147
2020,80,Salps and other gelatinous zooplankton,0.0359799284304515,3,182
2020,19,European sardine adult,7.33430009149314,6,236
2020,23,Round sardinella,0.552394607979336,5,122
2020,16,Mackerels,0.37202893037137,6,250
2020,39,Red scorpionfish,0.0188865431128525,6,185
2020,55,Small-spotted catshark,0.117665592957006,6,360
2020,24,Other small pelagic fish,2.12069443186299,6,323
2020,59,Torpedos,0.00812088667973089,6,236
2020,45,Other commercial medium demersal fish,0.0773642313271928,6,398
2020,17,Horse mackerels,10.1903068538857,6,401
2021,72,European lobster,0.02097639655134,5,161
2007,14,Swordfish,0.653441020413498,1,14
2009,85,Suprabenthos,0.000449646966153987,2,104
2017,87,Other seagrasses,1.37044498348614e-05,1,13
2018,38,Common dentex,0.00916556910267636,2,53
2020,66,Deep-water rose shrimp,0.0909901244216596,6,335
2020,32,Poor cod,0.0562461010350288,6,342
1995,68,Giant red shrimp,0.0290685883746096,7,223
1995,31,Other commercial large demersal fish,0.0063141858668288,7,278
1995,32,Poor cod,0.143190216465269,7,392
1996,68,Giant red shrimp,0.0423152784854483,5,197
2001,68,Giant red shrimp,0.0563996658084963,6,218
2002,68,Giant red shrimp,0.0408166378640614,5,162
2002,31,Other commercial large demersal fish,0.00493594532757268,5,214
2004,68,Giant red shrimp,0.0426105397699894,7,188
2005,68,Giant red shrimp,0.0790387067300414,6,171
2006,31,Other commercial large demersal fish,0.0070760240583868,7,243
2007,85,Suprabenthos,0.000102787073464998,1,20
2007,68,Giant red shrimp,0.0299960757596692,6,192
2008,68,Giant red shrimp,0.0489696477775793,5,170
2009,68,Giant red shrimp,0.0562912680032879,6,178
2009,18,Other medium pelagic fishes,0.0246731631337359,6,148
2010,68,Giant red shrimp,0.0722393014299145,6,181
2010,31,Other commercial large demersal fish,0.00509387076459697,7,211
2011,68,Giant red shrimp,0.0718498386386029,4,156
2012,68,Giant red shrimp,0.0463213975403606,6,189
2012,31,Other commercial large demersal fish,0.00313851243890587,7,199
2013,68,Giant red shrimp,0.059070740802282,6,191
2013,85,Suprabenthos,0.000353825553004905,4,145
2014,68,Giant red shrimp,0.0341873034528191,5,170
2015,68,Giant red shrimp,0.0296447740692255,6,200
2016,68,Giant red shrimp,0.0344419059626206,6,193
2018,31,Other commercial large demersal fish,0.00535807447465581,7,264
2019,68,Giant red shrimp,0.0535847164480041,5,166
2020,62,Mesopelagic cephalopods,0.00484249084574113,5,154
2020,26,No commercial meso (bathy) pelagic fishes,0.623311000631875,6,231
2020,68,Giant red shrimp,0.0318817380297008,6,173
2020,67,Blue and red shrimp,0.0433354018997083,5,154
2020,25,Benthopelagic fishes,0.0691986140026273,6,269
2020,56,Blackmouth catshark,0.165197081489874,6,215
2020,33,Blue whiting,0.0878965510738876,6,202
2020,31,Other commercial large demersal fish,0.00495474677616806,5,146
2020,71,Norway lobster,0.0433282630431408,6,246
2020,85,Suprabenthos,7.91912909853126e-05,2,38
2021,68,Giant red shrimp,0.0465655600847454,6,226
1994,38,Common dentex,0.0263513303627789,3,69
1994,37,Common two-banded seabream,0.00681513599079601,3,69
1994,21,European anchovy juv.,3.35315144307572,6,343
1994,79,Jellyfish,0.000199212955566421,1,27
1994,23,Round sardinella,0.178247953048775,5,172
1995,49,Transparent gobies,1.61373799745155,3,91
1995,36,White seabream,0.0170978800331022,2,50
1995,21,European anchovy juv.,1.05535516231304,6,346
1995,23,Round sardinella,0.0243180545677814,4,134
1996,49,Transparent gobies,0.0200389732001344,4,124
1996,18,Other medium pelagic fishes,0.0827322184725816,3,79
1996,36,White seabream,0.00951693803864263,4,47
1996,21,European anchovy juv.,1.86597179011833,6,277
1996,48,Mugilidae,2.53670798307324,2,27
1996,23,Round sardinella,0.495230693488884,5,203
1997,21,European anchovy juv.,1.28941771229497,5,274
1997,48,Mugilidae,0.46337736098763,3,41
1997,12,Non-commercial large pelagic fishes,1.03306904400158,2,28
1997,23,Round sardinella,0.0558445420041029,4,70
1998,49,Transparent gobies,0.0221148967723188,4,147
1999,18,Other medium pelagic fishes,0.0730944245162307,3,116
1999,36,White seabream,0.00843593962702328,3,63
1999,19,European sardine adult,2.17756700991214,5,292
1999,23,Round sardinella,0.244440939023497,5,126
1999,42,Brown meagre,0.00193558334950652,1,8
2000,36,White seabream,0.0656405493564643,2,17
2000,37,Common two-banded seabream,0.0149855097161616,3,99
2000,48,Mugilidae,0.517740487360914,3,72
2000,72,European lobster,0.00703839840533758,4,102
2000,23,Round sardinella,0.207889904719321,3,122
2000,18,Other medium pelagic fishes,0.228999083340856,4,136
2000,32,Poor cod,0.151563057421084,5,430
2001,21,European anchovy juv.,2.59777272421879,5,276
2001,48,Mugilidae,8.78360072207416,1,7
2001,12,Non-commercial large pelagic fishes,4.12168364182075,1,7
2001,23,Round sardinella,0.255370242198282,4,115
2001,16,Mackerels,0.138278919178889,5,327
2001,18,Other medium pelagic fishes,0.206962196049143,4,156
2001,73,Other commercial decapods,0.0062499130727827,5,402
2002,49,Transparent gobies,0.00961703395015466,3,98
2002,38,Common dentex,0.0229933128914097,2,59
2002,36,White seabream,0.0446294862363127,1,10
2002,12,Non-commercial large pelagic fishes,0.481324599770194,1,67
2002,23,Round sardinella,0.157272756411058,3,133
2002,15,Other large pelagic fishes,0.191174080912224,1,10
2002,32,Poor cod,0.117559103785861,5,377
2003,18,Other medium pelagic fishes,0.125424969125769,3,110
2003,38,Common dentex,0.00520698606206191,1,44
2003,32,Poor cod,0.122884874851222,5,378
2004,48,Mugilidae,6.36728681629785,2,23
2004,36,White seabream,0.00752668555106435,1,8
2004,39,Red scorpionfish,0.00415546874100172,4,209
2005,48,Mugilidae,0.860768447848631,3,34
2005,12,Non-commercial large pelagic fishes,0.380868946712717,1,11
2005,23,Round sardinella,0.275733491601361,5,124
2005,39,Red scorpionfish,0.00704870925995115,6,209
2006,18,Other medium pelagic fishes,0.104511781058078,4,169
2006,36,White seabream,0.0468451636750449,3,60
2006,23,Round sardinella,0.180475521512421,3,91
2006,39,Red scorpionfish,0.00437077535914413,5,256
2007,38,Common dentex,0.0393146602008181,3,99
2007,36,White seabream,0.0191466179578431,3,65
2007,48,Mugilidae,0.585536357780418,3,26
2008,38,Common dentex,0.0796056569238004,5,136
2008,36,White seabream,0.022300876579463,3,72
2009,36,White seabream,0.0283609739420022,3,35
2009,15,Other large pelagic fishes,0.124870719272247,1,6
2010,36,White seabream,0.0242320459242448,4,116
2010,18,Other medium pelagic fishes,0.0785877190065791,4,117
2011,18,Other medium pelagic fishes,0.133001422803998,3,110
2011,36,White seabream,0.0119502159732729,2,37
2011,16,Mackerels,0.82987460945784,4,121
2012,36,White seabream,0.0144573740304167,3,36
2012,12,Non-commercial large pelagic fishes,0.382334493247166,1,43
2012,69,Other commercial shrimps,0.00613995497973481,2,24
2012,18,Other medium pelagic fishes,0.129495486945424,4,131
2013,36,White seabream,0.0164160258819141,2,63
2013,48,Mugilidae,0.902919377275892,4,92
2014,38,Common dentex,0.0536918648853713,1,49
2014,36,White seabream,0.0240319797958283,2,67
2014,48,Mugilidae,0.789513270377219,3,38
2014,42,Brown meagre,0.0698091907726196,1,11
2017,48,Mugilidae,0.47963581801153,3,28
2017,12,Non-commercial large pelagic fishes,0.769866323491054,1,9
2019,36,White seabream,0.00405524175193598,3,51
2020,48,Mugilidae,0.22955754146862,3,30
2020,42,Brown meagre,0.0506458991406738,1,5
2020,18,Other medium pelagic fishes,0.0441215168441018,4,68
2021,36,White seabream,0.00973291740380608,2,28
2021,48,Mugilidae,0.264690024787923,2,52
1994,31,Other commercial large demersal fish,0.00415092874665349,5,231
1994,69,Other commercial shrimps,0.0018837128749579,3,57
1994,32,Poor cod,0.15916355620042,5,344
1996,39,Red scorpionfish,0.0155977200694071,5,129
1996,32,Poor cod,0.128169114987496,6,363
1998,72,European lobster,0.0164208354794012,5,200
1999,12,Non-commercial large pelagic fishes,0.250322909695345,1,27
1999,79,Jellyfish,2.31044780300592,2,91
2000,39,Red scorpionfish,0.00934141593002356,5,251
2000,15,Other large pelagic fishes,0.0121731388876356,2,37
2001,38,Common dentex,0.0660412736663077,2,71
2001,72,European lobster,0.00632296659912157,3,186
2001,39,Red scorpionfish,0.0189344382670457,4,253
2001,32,Poor cod,0.188442340367597,5,366
2010,15,Other large pelagic fishes,0.0517090388332339,1,19
2012,38,Common dentex,0.0249422472344942,2,53
2013,38,Common dentex,0.0403189051573373,3,63
2013,15,Other large pelagic fishes,0.256309309974328,1,38
2015,38,Common dentex,0.00875692425908328,3,72
2016,38,Common dentex,0.16018241804225,3,73
2017,38,Common dentex,0.0335340694225549,2,51
2018,48,Mugilidae,20.18485228155,2,53
2019,38,Common dentex,0.0258528334850969,2,56
1998,31,Other commercial large demersal fish,0.00402982678854652,6,218
1999,31,Other commercial large demersal fish,0.00439573835632387,6,234
2000,31,Other commercial large demersal fish,0.00492426758714734,5,221
2003,31,Other commercial large demersal fish,0.00374557277301305,6,239
2019,12,Non-commercial large pelagic fishes,1.05951697828809,1,28
1994,85,Suprabenthos,3.50608319458593e-05,1,16
1995,85,Suprabenthos,8.78023656343319e-05,1,25
1999,68,Giant red shrimp,0.0843593467384794,5,208
2000,68,Giant red shrimp,0.0822147920902085,6,217
2001,85,Suprabenthos,2.14136430602666e-05,1,23
2006,68,Giant red shrimp,0.0887108335995912,4,164
1994,18,Other medium pelagic fishes,0.0329070148711704,4,130
1994,68,Giant red shrimp,0.0601880897110319,5,244
1994,78,Other macro-benthos,0.0003599367705251,2,37
1995,18,Other medium pelagic fishes,0.0773602621195349,3,78
1995,48,Mugilidae,0.409863780861683,3,49
2000,78,Other macro-benthos,0.00129996391979423,3,123
2002,78,Other macro-benthos,0.000466587945381964,2,83
2003,48,Mugilidae,0.0264578268613761,1,13
2003,39,Red scorpionfish,0.0182371260552246,4,189
2004,78,Other macro-benthos,0.000225184753063001,3,141
2005,36,White seabream,0.00714064070381327,2,52
2009,48,Mugilidae,0.399840124200525,3,34
2010,48,Mugilidae,0.121394064982434,2,55
2011,48,Mugilidae,0.0488057590455886,2,27
2012,48,Mugilidae,1.4435648618689,2,27
2015,48,Mugilidae,0.401275429088256,3,33
2019,48,Mugilidae,2.28506280658727,2,27
2022,74,Non-commercial decapods,0.126793541325771,2,95
2022,61,Benthopelagic cephalopods,0.125791809704006,2,95
2022,44,Flatfishes,0.282137835566185,2,95
2022,35,Sparidae+,2.12238150386313,2,95
2022,53,No commercial small demersal fish,0.25815013169648,2,95
2022,46,No commercial medium demersal fish,0.0559458221403221,2,95
2022,40,Scorpaenidae+,0.299671067403671,2,95
2022,28,European conger,0.0110765144000909,2,85
2022,37,Common two-banded seabream,0.01222532019506,2,32
2022,63,Other benthic cephalopods,0.140654563467697,2,95
2022,21,European anchovy juv.,7.82883781590904,2,68
2022,45,Other commercial medium demersal fish,0.115180235610948,2,95
2022,48,Mugilidae,1.7163624017989,1,12
2022,27,Anglerfish,0.348672907720481,2,95
2022,29,European hake juv.,0.318790901809986,2,95
2022,50,Red mullet,0.334636766293173,2,95
2022,51,Surmullet,0.0251054190393717,2,68
2022,60,Coastal benthic cephalopods,0.104615272642443,2,68
2022,34,Common pandora,0.22493278946203,2,72
2022,69,Other commercial shrimps,0.00173268905023689,1,12
2022,58,Rays and skates,0.692348981637296,2,95
2022,19,European sardine adult,3.93980252397115,2,68
2022,16,Mackerels,2.31385374411319,1,62
2022,39,Red scorpionfish,0.0172894962498356,2,18
2022,43,Labridae and serranidae+,0.0458054626449062,2,85
